DateKey,CalendarYear,CalendarYearLabel,CalendarHalfYearLabel,CalendarQuarterLabel,CalendarMonthLabel,CalendarWeekLabel,CalendarDayOfWeekLabel,FiscalYear,FiscalYearLabel,FiscalHalfYearLabel,FiscalQuarterLabel,FiscalMonthLabel,IsWorkDay,IsHoliday,EuropeSeason,NorthAmericaSeason,AsiaSeason,MonthNumber,CalendarDayOfWeekNumber
2005-05-25,2005,Year 2005,H1,Q2,May,Week 22,Wednesday,2005,FiscalYear 2005,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,3
2005-05-26,2005,Year 2005,H1,Q2,May,Week 22,Thursday,2005,FiscalYear 2005,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,4
2005-05-27,2005,Year 2005,H1,Q2,May,Week 22,Friday,2005,FiscalYear 2005,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,5
2005-05-28,2005,Year 2005,H1,Q2,May,Week 22,Saturday,2005,FiscalYear 2005,H1,Q2,Month 5,WeekEnd,Yes,No Season,No Season,Tax Time/Summer,5,6
2005-05-29,2005,Year 2005,H1,Q2,May,Week 23,Sunday,2005,FiscalYear 2005,H1,Q2,Month 5,WeekEnd,Yes,No Season,No Season,Tax Time/Summer,5,7
2005-05-30,2005,Year 2005,H1,Q2,May,Week 23,Monday,2005,FiscalYear 2005,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,1
2005-05-31,2005,Year 2005,H1,Q2,May,Week 23,Tuesday,2005,FiscalYear 2005,H1,Q2,Month 5,WorkDay,No,No Season,No Season,Tax Time/Summer,5,2
2005-06-01,2005,Year 2005,H1,Q2,June,Week 23,Wednesday,2005,FiscalYear 2005,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,3
2005-06-02,2005,Year 2005,H1,Q2,June,Week 23,Thursday,2005,FiscalYear 2005,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,4
2005-06-03,2005,Year 2005,H1,Q2,June,Week 23,Friday,2005,FiscalYear 2005,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,5
2005-06-04,2005,Year 2005,H1,Q2,June,Week 23,Saturday,2005,FiscalYear 2005,H1,Q2,Month 6,WeekEnd,Yes,No Season,No Season,No Season,6,6
2005-06-05,2005,Year 2005,H1,Q2,June,Week 24,Sunday,2005,FiscalYear 2005,H1,Q2,Month 6,WeekEnd,Yes,No Season,No Season,No Season,6,7
2005-06-06,2005,Year 2005,H1,Q2,June,Week 24,Monday,2005,FiscalYear 2005,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,1
2005-06-07,2005,Year 2005,H1,Q2,June,Week 24,Tuesday,2005,FiscalYear 2005,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,2
2005-06-08,2005,Year 2005,H1,Q2,June,Week 24,Wednesday,2005,FiscalYear 2005,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,3
2005-06-09,2005,Year 2005,H1,Q2,June,Week 24,Thursday,2005,FiscalYear 2005,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,4
2005-06-10,2005,Year 2005,H1,Q2,June,Week 24,Friday,2005,FiscalYear 2005,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,5
2005-06-11,2005,Year 2005,H1,Q2,June,Week 24,Saturday,2005,FiscalYear 2005,H1,Q2,Month 6,WeekEnd,Yes,No Season,No Season,No Season,6,6
2005-06-12,2005,Year 2005,H1,Q2,June,Week 25,Sunday,2005,FiscalYear 2005,H1,Q2,Month 6,WeekEnd,Yes,No Season,No Season,No Season,6,7
2005-06-13,2005,Year 2005,H1,Q2,June,Week 25,Monday,2005,FiscalYear 2005,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,1
2005-06-14,2005,Year 2005,H1,Q2,June,Week 25,Tuesday,2005,FiscalYear 2005,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,2
2005-06-15,2005,Year 2005,H1,Q2,June,Week 25,Wednesday,2005,FiscalYear 2005,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,3
2005-06-16,2005,Year 2005,H1,Q2,June,Week 25,Thursday,2005,FiscalYear 2005,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,4
2005-06-17,2005,Year 2005,H1,Q2,June,Week 25,Friday,2005,FiscalYear 2005,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,5
2005-06-18,2005,Year 2005,H1,Q2,June,Week 25,Saturday,2005,FiscalYear 2005,H1,Q2,Month 6,WeekEnd,Yes,No Season,No Season,No Season,6,6
2005-06-19,2005,Year 2005,H1,Q2,June,Week 26,Sunday,2005,FiscalYear 2005,H1,Q2,Month 6,WeekEnd,Yes,No Season,No Season,No Season,6,7
2005-06-20,2005,Year 2005,H1,Q2,June,Week 26,Monday,2005,FiscalYear 2005,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,1
2005-06-21,2005,Year 2005,H1,Q2,June,Week 26,Tuesday,2005,FiscalYear 2005,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,2
2005-06-22,2005,Year 2005,H1,Q2,June,Week 26,Wednesday,2005,FiscalYear 2005,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,3
2005-06-23,2005,Year 2005,H1,Q2,June,Week 26,Thursday,2005,FiscalYear 2005,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,4
2005-06-24,2005,Year 2005,H1,Q2,June,Week 26,Friday,2005,FiscalYear 2005,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,5
2005-06-25,2005,Year 2005,H1,Q2,June,Week 26,Saturday,2005,FiscalYear 2005,H1,Q2,Month 6,WeekEnd,Yes,No Season,No Season,No Season,6,6
2005-06-26,2005,Year 2005,H1,Q2,June,Week 27,Sunday,2005,FiscalYear 2005,H1,Q2,Month 6,WeekEnd,Yes,No Season,No Season,No Season,6,7
2005-06-27,2005,Year 2005,H1,Q2,June,Week 27,Monday,2005,FiscalYear 2005,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,1
2005-06-28,2005,Year 2005,H1,Q2,June,Week 27,Tuesday,2005,FiscalYear 2005,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,2
2005-06-29,2005,Year 2005,H1,Q2,June,Week 27,Wednesday,2005,FiscalYear 2005,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,3
2005-06-30,2005,Year 2005,H1,Q2,June,Week 27,Thursday,2005,FiscalYear 2005,H1,Q2,Month 6,WorkDay,No,No Season,No Season,No Season,6,4
2005-07-01,2005,Year 2005,H2,Q3,July,Week 27,Friday,2005,FiscalYear 2005,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,5
2005-07-02,2005,Year 2005,H2,Q3,July,Week 27,Saturday,2005,FiscalYear 2005,H2,Q3,Month 7,WeekEnd,Yes,Back to School,Back to School,No Season,7,6
2005-07-03,2005,Year 2005,H2,Q3,July,Week 28,Sunday,2005,FiscalYear 2005,H2,Q3,Month 7,WeekEnd,Yes,Back to School,Back to School,No Season,7,7
2005-07-04,2005,Year 2005,H2,Q3,July,Week 28,Monday,2005,FiscalYear 2005,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,1
2005-07-05,2005,Year 2005,H2,Q3,July,Week 28,Tuesday,2005,FiscalYear 2005,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,2
2005-07-06,2005,Year 2005,H2,Q3,July,Week 28,Wednesday,2005,FiscalYear 2005,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,3
2005-07-07,2005,Year 2005,H2,Q3,July,Week 28,Thursday,2005,FiscalYear 2005,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,4
2005-07-08,2005,Year 2005,H2,Q3,July,Week 28,Friday,2005,FiscalYear 2005,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,5
2005-07-09,2005,Year 2005,H2,Q3,July,Week 28,Saturday,2005,FiscalYear 2005,H2,Q3,Month 7,WeekEnd,Yes,Back to School,Back to School,No Season,7,6
2005-07-10,2005,Year 2005,H2,Q3,July,Week 29,Sunday,2005,FiscalYear 2005,H2,Q3,Month 7,WeekEnd,Yes,Back to School,Back to School,No Season,7,7
2005-07-11,2005,Year 2005,H2,Q3,July,Week 29,Monday,2005,FiscalYear 2005,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,1
2005-07-12,2005,Year 2005,H2,Q3,July,Week 29,Tuesday,2005,FiscalYear 2005,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,2
2005-07-13,2005,Year 2005,H2,Q3,July,Week 29,Wednesday,2005,FiscalYear 2005,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,3
2005-07-14,2005,Year 2005,H2,Q3,July,Week 29,Thursday,2005,FiscalYear 2005,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,4
2005-07-15,2005,Year 2005,H2,Q3,July,Week 29,Friday,2005,FiscalYear 2005,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,5
2005-07-16,2005,Year 2005,H2,Q3,July,Week 29,Saturday,2005,FiscalYear 2005,H2,Q3,Month 7,WeekEnd,Yes,Back to School,Back to School,No Season,7,6
2005-07-17,2005,Year 2005,H2,Q3,July,Week 30,Sunday,2005,FiscalYear 2005,H2,Q3,Month 7,WeekEnd,Yes,Back to School,Back to School,No Season,7,7
2005-07-18,2005,Year 2005,H2,Q3,July,Week 30,Monday,2005,FiscalYear 2005,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,1
2005-07-19,2005,Year 2005,H2,Q3,July,Week 30,Tuesday,2005,FiscalYear 2005,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,2
2005-07-20,2005,Year 2005,H2,Q3,July,Week 30,Wednesday,2005,FiscalYear 2005,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,3
2005-07-21,2005,Year 2005,H2,Q3,July,Week 30,Thursday,2005,FiscalYear 2005,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,4
2005-07-22,2005,Year 2005,H2,Q3,July,Week 30,Friday,2005,FiscalYear 2005,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,5
2005-07-23,2005,Year 2005,H2,Q3,July,Week 30,Saturday,2005,FiscalYear 2005,H2,Q3,Month 7,WeekEnd,Yes,Back to School,Back to School,No Season,7,6
2005-07-24,2005,Year 2005,H2,Q3,July,Week 31,Sunday,2005,FiscalYear 2005,H2,Q3,Month 7,WeekEnd,Yes,Back to School,Back to School,No Season,7,7
2005-07-25,2005,Year 2005,H2,Q3,July,Week 31,Monday,2005,FiscalYear 2005,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,1
2005-07-26,2005,Year 2005,H2,Q3,July,Week 31,Tuesday,2005,FiscalYear 2005,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,2
2005-07-27,2005,Year 2005,H2,Q3,July,Week 31,Wednesday,2005,FiscalYear 2005,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,3
2005-07-28,2005,Year 2005,H2,Q3,July,Week 31,Thursday,2005,FiscalYear 2005,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,4
2005-07-29,2005,Year 2005,H2,Q3,July,Week 31,Friday,2005,FiscalYear 2005,H2,Q3,Month 7,WorkDay,No,Back to School,Back to School,No Season,7,5
2005-07-30,2005,Year 2005,H2,Q3,July,Week 31,Saturday,2005,FiscalYear 2005,H2,Q3,Month 7,WeekEnd,Yes,Back to School,Back to School,No Season,7,6
2005-07-31,2005,Year 2005,H2,Q3,July,Week 32,Sunday,2005,FiscalYear 2005,H2,Q3,Month 7,WeekEnd,Yes,Back to School,Back to School,No Season,7,7
2005-08-01,2005,Year 2005,H2,Q3,August,Week 32,Monday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,1
2005-08-02,2005,Year 2005,H2,Q3,August,Week 32,Tuesday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,2
2005-08-03,2005,Year 2005,H2,Q3,August,Week 32,Wednesday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,3
2005-08-04,2005,Year 2005,H2,Q3,August,Week 32,Thursday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,4
2005-08-05,2005,Year 2005,H2,Q3,August,Week 32,Friday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,5
2005-08-06,2005,Year 2005,H2,Q3,August,Week 32,Saturday,2005,FiscalYear 2005,H2,Q3,Month 8,WeekEnd,Yes,Back to School,Back to School,No Season,8,6
2005-08-07,2005,Year 2005,H2,Q3,August,Week 33,Sunday,2005,FiscalYear 2005,H2,Q3,Month 8,WeekEnd,Yes,Back to School,Back to School,No Season,8,7
2005-08-08,2005,Year 2005,H2,Q3,August,Week 33,Monday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,1
2005-08-09,2005,Year 2005,H2,Q3,August,Week 33,Tuesday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,2
2005-08-10,2005,Year 2005,H2,Q3,August,Week 33,Wednesday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,3
2005-08-11,2005,Year 2005,H2,Q3,August,Week 33,Thursday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,4
2005-08-12,2005,Year 2005,H2,Q3,August,Week 33,Friday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,5
2005-08-13,2005,Year 2005,H2,Q3,August,Week 33,Saturday,2005,FiscalYear 2005,H2,Q3,Month 8,WeekEnd,Yes,Back to School,Back to School,No Season,8,6
2005-08-14,2005,Year 2005,H2,Q3,August,Week 34,Sunday,2005,FiscalYear 2005,H2,Q3,Month 8,WeekEnd,Yes,Back to School,Back to School,No Season,8,7
2005-08-15,2005,Year 2005,H2,Q3,August,Week 34,Monday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,1
2005-08-16,2005,Year 2005,H2,Q3,August,Week 34,Tuesday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,2
2005-08-17,2005,Year 2005,H2,Q3,August,Week 34,Wednesday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,3
2005-08-18,2005,Year 2005,H2,Q3,August,Week 34,Thursday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,4
2005-08-19,2005,Year 2005,H2,Q3,August,Week 34,Friday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,5
2005-08-20,2005,Year 2005,H2,Q3,August,Week 34,Saturday,2005,FiscalYear 2005,H2,Q3,Month 8,WeekEnd,Yes,Back to School,Back to School,No Season,8,6
2005-08-21,2005,Year 2005,H2,Q3,August,Week 35,Sunday,2005,FiscalYear 2005,H2,Q3,Month 8,WeekEnd,Yes,Back to School,Back to School,No Season,8,7
2005-08-22,2005,Year 2005,H2,Q3,August,Week 35,Monday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,1
2005-08-23,2005,Year 2005,H2,Q3,August,Week 35,Tuesday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,2
2005-08-24,2005,Year 2005,H2,Q3,August,Week 35,Wednesday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,3
2005-08-25,2005,Year 2005,H2,Q3,August,Week 35,Thursday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,4
2005-08-26,2005,Year 2005,H2,Q3,August,Week 35,Friday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,5
2005-08-27,2005,Year 2005,H2,Q3,August,Week 35,Saturday,2005,FiscalYear 2005,H2,Q3,Month 8,WeekEnd,Yes,Back to School,Back to School,No Season,8,6
2005-08-28,2005,Year 2005,H2,Q3,August,Week 36,Sunday,2005,FiscalYear 2005,H2,Q3,Month 8,WeekEnd,Yes,Back to School,Back to School,No Season,8,7
2005-08-29,2005,Year 2005,H2,Q3,August,Week 36,Monday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,1
2005-08-30,2005,Year 2005,H2,Q3,August,Week 36,Tuesday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,2
2005-08-31,2005,Year 2005,H2,Q3,August,Week 36,Wednesday,2005,FiscalYear 2005,H2,Q3,Month 8,WorkDay,No,Back to School,Back to School,No Season,8,3
2005-09-01,2005,Year 2005,H2,Q3,September,Week 36,Thursday,2005,FiscalYear 2005,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,4
2005-09-02,2005,Year 2005,H2,Q3,September,Week 36,Friday,2005,FiscalYear 2005,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,5
2005-09-03,2005,Year 2005,H2,Q3,September,Week 36,Saturday,2005,FiscalYear 2005,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,6
2005-09-04,2005,Year 2005,H2,Q3,September,Week 37,Sunday,2005,FiscalYear 2005,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,7
2005-09-05,2005,Year 2005,H2,Q3,September,Week 37,Monday,2005,FiscalYear 2005,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,1
2005-09-06,2005,Year 2005,H2,Q3,September,Week 37,Tuesday,2005,FiscalYear 2005,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,2
2005-09-07,2005,Year 2005,H2,Q3,September,Week 37,Wednesday,2005,FiscalYear 2005,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,3
2005-09-08,2005,Year 2005,H2,Q3,September,Week 37,Thursday,2005,FiscalYear 2005,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,4
2005-09-09,2005,Year 2005,H2,Q3,September,Week 37,Friday,2005,FiscalYear 2005,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,5
2005-09-10,2005,Year 2005,H2,Q3,September,Week 37,Saturday,2005,FiscalYear 2005,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,6
2005-09-11,2005,Year 2005,H2,Q3,September,Week 38,Sunday,2005,FiscalYear 2005,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,7
2005-09-12,2005,Year 2005,H2,Q3,September,Week 38,Monday,2005,FiscalYear 2005,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,1
2005-09-13,2005,Year 2005,H2,Q3,September,Week 38,Tuesday,2005,FiscalYear 2005,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,2
2005-09-14,2005,Year 2005,H2,Q3,September,Week 38,Wednesday,2005,FiscalYear 2005,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,3
2005-09-15,2005,Year 2005,H2,Q3,September,Week 38,Thursday,2005,FiscalYear 2005,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,4
2005-09-16,2005,Year 2005,H2,Q3,September,Week 38,Friday,2005,FiscalYear 2005,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,5
2005-09-17,2005,Year 2005,H2,Q3,September,Week 38,Saturday,2005,FiscalYear 2005,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,6
2005-09-18,2005,Year 2005,H2,Q3,September,Week 39,Sunday,2005,FiscalYear 2005,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,7
2005-09-19,2005,Year 2005,H2,Q3,September,Week 39,Monday,2005,FiscalYear 2005,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,1
2005-09-20,2005,Year 2005,H2,Q3,September,Week 39,Tuesday,2005,FiscalYear 2005,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,2
2005-09-21,2005,Year 2005,H2,Q3,September,Week 39,Wednesday,2005,FiscalYear 2005,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,3
2005-09-22,2005,Year 2005,H2,Q3,September,Week 39,Thursday,2005,FiscalYear 2005,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,4
2005-09-23,2005,Year 2005,H2,Q3,September,Week 39,Friday,2005,FiscalYear 2005,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,5
2005-09-24,2005,Year 2005,H2,Q3,September,Week 39,Saturday,2005,FiscalYear 2005,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,6
2005-09-25,2005,Year 2005,H2,Q3,September,Week 40,Sunday,2005,FiscalYear 2005,H2,Q3,Month 9,WeekEnd,Yes,No Season,Back to School,No Season,9,7
2005-09-26,2005,Year 2005,H2,Q3,September,Week 40,Monday,2005,FiscalYear 2005,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,1
2005-09-27,2005,Year 2005,H2,Q3,September,Week 40,Tuesday,2005,FiscalYear 2005,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,2
2005-09-28,2005,Year 2005,H2,Q3,September,Week 40,Wednesday,2005,FiscalYear 2005,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,3
2005-09-29,2005,Year 2005,H2,Q3,September,Week 40,Thursday,2005,FiscalYear 2005,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,4
2005-09-30,2005,Year 2005,H2,Q3,September,Week 40,Friday,2005,FiscalYear 2005,H2,Q3,Month 9,WorkDay,No,No Season,Back to School,No Season,9,5
2005-10-01,2005,Year 2005,H2,Q4,October,Week 40,Saturday,2005,FiscalYear 2005,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,6
2005-10-02,2005,Year 2005,H2,Q4,October,Week 41,Sunday,2005,FiscalYear 2005,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,7
2005-10-03,2005,Year 2005,H2,Q4,October,Week 41,Monday,2005,FiscalYear 2005,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,1
2005-10-04,2005,Year 2005,H2,Q4,October,Week 41,Tuesday,2005,FiscalYear 2005,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,2
2005-10-05,2005,Year 2005,H2,Q4,October,Week 41,Wednesday,2005,FiscalYear 2005,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,3
2005-10-06,2005,Year 2005,H2,Q4,October,Week 41,Thursday,2005,FiscalYear 2005,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,4
2005-10-07,2005,Year 2005,H2,Q4,October,Week 41,Friday,2005,FiscalYear 2005,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,5
2005-10-08,2005,Year 2005,H2,Q4,October,Week 41,Saturday,2005,FiscalYear 2005,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,6
2005-10-09,2005,Year 2005,H2,Q4,October,Week 42,Sunday,2005,FiscalYear 2005,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,7
2005-10-10,2005,Year 2005,H2,Q4,October,Week 42,Monday,2005,FiscalYear 2005,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,1
2005-10-11,2005,Year 2005,H2,Q4,October,Week 42,Tuesday,2005,FiscalYear 2005,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,2
2005-10-12,2005,Year 2005,H2,Q4,October,Week 42,Wednesday,2005,FiscalYear 2005,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,3
2005-10-13,2005,Year 2005,H2,Q4,October,Week 42,Thursday,2005,FiscalYear 2005,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,4
2005-10-14,2005,Year 2005,H2,Q4,October,Week 42,Friday,2005,FiscalYear 2005,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,5
2005-10-15,2005,Year 2005,H2,Q4,October,Week 42,Saturday,2005,FiscalYear 2005,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,6
2005-10-16,2005,Year 2005,H2,Q4,October,Week 43,Sunday,2005,FiscalYear 2005,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,7
2005-10-17,2005,Year 2005,H2,Q4,October,Week 43,Monday,2005,FiscalYear 2005,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,1
2005-10-18,2005,Year 2005,H2,Q4,October,Week 43,Tuesday,2005,FiscalYear 2005,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,2
2005-10-19,2005,Year 2005,H2,Q4,October,Week 43,Wednesday,2005,FiscalYear 2005,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,3
2005-10-20,2005,Year 2005,H2,Q4,October,Week 43,Thursday,2005,FiscalYear 2005,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,4
2005-10-21,2005,Year 2005,H2,Q4,October,Week 43,Friday,2005,FiscalYear 2005,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,5
2005-10-22,2005,Year 2005,H2,Q4,October,Week 43,Saturday,2005,FiscalYear 2005,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,6
2005-10-23,2005,Year 2005,H2,Q4,October,Week 44,Sunday,2005,FiscalYear 2005,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,7
2005-10-24,2005,Year 2005,H2,Q4,October,Week 44,Monday,2005,FiscalYear 2005,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,1
2005-10-25,2005,Year 2005,H2,Q4,October,Week 44,Tuesday,2005,FiscalYear 2005,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,2
2005-10-26,2005,Year 2005,H2,Q4,October,Week 44,Wednesday,2005,FiscalYear 2005,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,3
2005-10-27,2005,Year 2005,H2,Q4,October,Week 44,Thursday,2005,FiscalYear 2005,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,4
2005-10-28,2005,Year 2005,H2,Q4,October,Week 44,Friday,2005,FiscalYear 2005,H2,Q4,Month 10,WorkDay,No,Holiday,No Season,No Season,10,5
2005-10-29,2005,Year 2005,H2,Q4,October,Week 44,Saturday,2005,FiscalYear 2005,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,6
2005-10-30,2005,Year 2005,H2,Q4,October,Week 45,Sunday,2005,FiscalYear 2005,H2,Q4,Month 10,WeekEnd,Yes,Holiday,No Season,No Season,10,7
